url,title,address,latitude,longitude,category,status,is_solved
https://jarokelo.hu/bejelentesek/budapest/159453/ket-utcai-lampa-nem-vilagit-a-polgar-utcaban,Két utcai lámpa nem világít a Polgár utcában,"III. kerület, Óbuda-Békásmegyer,  Polgár u. 3",47.5405767,19.0431816,Közvilágítás,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/159454/graffitik-eltavolitasa-utcai-korlatrol,Graffitik eltávolítása utcai korlátról,"III. kerület, Óbuda-Békásmegyer,  Serfőző u.",47.5389994,19.0462194,Graffiti,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/159455/szobor-diszvilagitasa-nem-mukodik-a-lajos-utcaban,Szobor díszvilágítása nem működik a Lajos utcában,"III. kerület, Óbuda-Békásmegyer,  Lajos u. 168",47.5385643,19.0456787,Közvilágítás,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/162601/katyus-ut,Kátyús út,"III. kerület, Óbuda-Békásmegyer,  Folyondár utca",47.52927142179177,19.030540807927647,Kátyú,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/162603/rengeteg-szemet,Rengeteg szemét,"II. kerület,  Frankel Leó út 57",47.52342161062261,19.038105411762757,Köztisztaság,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/162604/elferdult-tabla,Elferdült tábla,"II. kerület,  Árpád fejedelem útja",47.51623074240052,19.039071383956358,Forgalomtechnika,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/162605/szetesett-fatamasztek,Szétesett fatámaszték,"III. kerület, Óbuda-Békásmegyer,  Ipartelep u. 1",47.59420447919893,19.055972314893907,Parkok és zöldterületek,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/162606/pocsek-allapotu-szekreny,Pocsék állapotú szekrény,"III. kerület, Óbuda-Békásmegyer,  Hajógyár u. 27",47.540795565383604,19.04730853055189,Forgalomtechnika,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/162500/hianyzo-kanyarodo-foutvonal-vagy-vedett-utvonal-tablak,Hiányzó kanyarodó főútvonal vagy védett útvonal táblák,"XXII. kerület, Budafok-Tétény,  Arany János u. 36",47.4280237,19.02014,Forgalomtechnika,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/162224/kidontott-kozlekedesi-tabla,Kidöntött közlekedési tábla,"I. kerület, Várkerület,  Mészáros u. 58b",47.4912401,19.0304412,Forgalomtechnika,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/162179/lomis-tabla-a-faba-szogelve,Lomis tábla a fába szögelve,"III. kerület, Óbuda-Békásmegyer,  Gyűrű u. 18",47.598546638167605,19.060369559559685,Egyéb,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/162181/alkalmatlan-kuka,Alkalmatlan kuka,"III. kerület, Óbuda-Békásmegyer,  Gyűrű u. 22",47.59869359241367,19.061301627158365,Köztisztaság,Megoldatlan,False
https://jarokelo.hu/bejelentesek/budapest/162182/szemet-es-zoldhulladek,Szemét és zöldhulladék,"III. kerület, Óbuda-Békásmegyer,  Gyűrű u. 16",47.59899473429116,19.06066728475706,Köztisztaság,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/162183/kidolt-oszlop,Kidőlt oszlop,"III. kerület, Óbuda-Békásmegyer,  Hímző u. 6",47.596366991616364,19.058910397056515,Forgalomtechnika,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/162184/rongalt-koszos-telefonfulke,"Rongált, koszos telefonfülke","IV. kerület, Újpest,  Munkásotthon u. 62",47.558960173271664,19.096597625929483,Graffiti,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/162185/teljesen-kifakult-tabla,Teljesen kifakult tábla,"IV. kerület, Újpest,  Munkásotthon u. 62",47.5589891219963,19.096745252062085,Forgalomtechnika,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/162186/alkalmatlan-gyujtoedeny,Alkalmatlan gyűjtőedény,"IV. kerület, Újpest,  Munkásotthon u. 64",47.55900541232833,19.096868633666748,Köztisztaság,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/162188/tabla-a-kidoles-szelen,Tábla a kidőlés szélén,"II. kerület,  Zsigmond tér 2-4.",47.52365994540216,19.038569188744805,Forgalomtechnika,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/162189/megdolt-tabla,Megdőlt tábla,"III. kerület, Óbuda-Békásmegyer,  Szent János utca",47.578505811832315,19.0637344799624,Forgalomtechnika,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/161405/gombatamadta-fa,Gombatámadta fa,"XIV. kerület, Zugló,  Komócsy u. 42",47.52061,19.12238,Parkok és zöldterületek,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/164765/hianyzo-fenyterelok,Hiányzó fényterelők,"VIII. kerület, Józsefváros,  Kerepesi út 6",47.4994859,19.0883192,Forgalomtechnika,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/164621/szemet-a-parkban,Szemét a parkban,"XIV. kerület, Zugló,  Rákospatak u. 5a",47.5232,19.12037,Parkok és zöldterületek,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/164403/tablatartok-es-szemet,Táblatartók és szemét,"II. kerület,  Árpád fejedelem útja",47.51647722031897,19.03941655329053,Forgalomtechnika,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/164404/rongalt-hajlott-tablak,Rongált hajlott táblák,"II. kerület,  Margit híd",47.51603883418952,19.039517136127273,Forgalomtechnika,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/164406/rongalt-tereloelem,Rongált terelőelem,"II. kerület,  Margit híd",47.516037022669,19.0395815091384,Forgalomtechnika,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/164408/firkas-lejaro,Firkás lejáró,"II. kerület,  Margit híd",47.516080499143726,19.039561392572427,Graffiti,Megoldásra vár,False
https://jarokelo.hu/bejelentesek/budapest/164411/vegigrepedt-ut,Végigrepedt út,"II. kerület,  Margit híd",47.516188284418625,19.03936425021081,Kátyú,Megoldásra vár,False
https://jarokelo.hu/bejelentesek/budapest/164424/sullyedt-ut,Süllyedt út,"XIII. kerület,  Margit híd",47.51462129027034,19.039685342027763,Kátyú,Megoldásra vár,False
https://jarokelo.hu/bejelentesek/budapest/164430/sullyedt-repedezett-ut,"Süllyedt, repedezett út","II. kerület,  Komjádi Béla u. 1",47.520713463351804,19.037954168695688,Kátyú,Megoldásra vár,False
https://jarokelo.hu/bejelentesek/budapest/164434/repedezett-ut-problemas-fedlap,"Repedezett út, problémás fedlap","II. kerület,  Törökvész út 23",47.52311922330803,19.01633845452546,Kátyú,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/164437/problemas-fedlapok-repedt-ut,"Problémás fedlapok, repedt út","II. kerület,  Törökvész út 19",47.52312012894604,19.01679979443855,Kátyú,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/164159/rendszam-nelkuli-opel-mielobbi-ugyintezesre,Rendszám nélküli Opel - Mielőbbi ügyintézésre,"III. kerület, Óbuda-Békásmegyer,  Gyűrű u. 6",47.59913181397808,19.059803627739665,Elhagyott jármű,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/164160/leszakadt-szemetgyujto,Leszakadt szemétgyűjtó,"III. kerület, Óbuda-Békásmegyer,  Füst Milán u. 1",47.59874747445214,19.059137098814933,Köztisztaság,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/164161/toyota-ossze-van-torve,Toyota össze van törve,"III. kerület, Óbuda-Békásmegyer,  Gyűrű u. 12",47.5989165841937,19.06026764988172,Elhagyott jármű,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/164162/kidolt-forgalomterelo-beton-elemek,Kidőlt forgalomterelő beton elemek,"III. kerület, Óbuda-Békásmegyer,  Királyok útja 134",47.58517228402362,19.067542553890124,Forgalomtechnika,Megoldásra vár,False
https://jarokelo.hu/bejelentesek/budapest/164163/totrott-jarmu-a-zoldteruleten,Tötrött jármű a zöldterületen,"III. kerület, Óbuda-Békásmegyer,  Királyok útja 132",47.584973279077474,19.067467452043807,Elhagyott jármű,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/164166/ajto-az-arokban-fem-tabla-a-fan,"Ajtó az árokban, fém tábla a fán","III. kerület, Óbuda-Békásmegyer,  Királyok útja 128",47.58516685662496,19.06753048395031,Köztisztaság,Megoldatlan,False
